402D34,mkfilename,P_mkfilename,Function Name: setPath
402E37,trans_strtotok,P_get_last_type,"""Function with Local Variables"""
402E93,trans_toktostr,P_list,Function name: var_compare_or_increment
402ECD,trans_toknext,P_hash,Function with variable initialization and comparison.
402F57,trans_tokfirst,Unpredicted,Function for Initializing Variables
402F8B,set_program_name,P_set_program_name,"""Push and String Manipulation"""
402FD2,signal_setup,Unpredicted,Function with memory allocation and call
402FFC,storepid,Unpredicted,open file function or fopen function.
403090,.__fxstat,Unpredicted,Function with Local Variables and Loop Counter Initialization.
4030E0,.fchdir,Unpredicted,Initiate User Data Retrieval Function.
403277,setuser,Unpredicted,set user and group ID function
403413,ev_log,Unpredicted,Function Prologue
4034B1,genev_init,Unpredicted,"""Function Entry/Initialization"""
403518,sigmain,Unpredicted,"""Set Variable and Check Value"""
403548,self_test,P_rpl_output,Function with Fork & Execv
403655,print_dir,Unpredicted,"""Function Initialize Variables and Print"""
403691,help_hook,Unpredicted,Print Stream Function
403766,parse_options,Unpredicted,"""arg parsing function"""
403D47,get_facility,P_get_link,Function: ____________
403E05,get_priority,Unpredicted,Function name: parse_input_numbers.
403EC3,assert_grecs_value_type,P_bitset_stats,Function Prologue
403F97,cb_syslog_facility,P_node,Stack setup function.
4040AA,envfree,P_hostrange_destroy,Function name: free_multiple_ptrs.
404116,eventconf_init,Unpredicted,Function that sets memory to 0.
40413B,eventconf_free,Unpredicted,Free allocated memory and return.
40418D,eventconf_flush,Unpredicted,Function prologue
404365,cb_watcher,P_open_elf,Function name: var_check_and_update
404485,pathent_alloc,Unpredicted,Function with string parameter and return value.
4044ED,cb_path,P_xlat,Function Prologue.
4047CE,cb_eventlist,P_fconn,Function name: Initialize Stack Frame.
404ADA,membergid_0,Unpredicted,"""Variable Initialization and Comparison"""
404B2A,get_user_groups_0,Unpredicted,"""Function with stack variables"""
404C71,cb_user,P_pies_check_or,"""Function Setup"""
404F61,cb_option,P_char_set,"Function Name: ""various possibilities depending on the purpose and context of the code"""
405153,cb_environ,P_adns_qdpl_normal,Initial Function Setup
40540C,file_name_pattern,P_parse_fetch,"""Function Initialization"""
405715,cb_file_pattern,P_adns_cancel,Function Name: Unknown
405879,config_help,Unpredicted,Function Prologue and Epilogue
4058B7,config_init,Unpredicted,"""Function with Memory Initialization"""
4058D7,config_parse,Unpredicted,Function Prologue.
405926,find_env,Unpredicted,"""Function Name"""
405A36,locate_unset,P_var_builtin_function,"""String Comparison"""
405B9A,env_concat,P_prog_act,"""Copy string with format specifier"""
405D7B,environ_setup,P_load,Function prologue or function setup.
4064E8,hash_string,P_hash_pjw,Assembly function with variable manipulation.
40652E,symevt_hash,Unpredicted,Function entry or Function prologue
40655F,symevt_cmp,Unpredicted,Function: string comparison.
40659C,symevt_copy,P_cond,Function setup or variable initialization.
4065E8,symevt_free,Unpredicted,Function Prologue with Freeing Memory
40661B,defevt,P_getuidbyname,Function Prologue
406710,getevt,Unpredicted,Function Setup or Initial Setup Function.
4067C8,evtnullp,P_list_delete,"""Variable Initialization and Check"""
4067F3,event_mask_init,P_mpz_parse_value,"""Variable Assignment and Comparison"""
406894,evtsetall,Unpredicted,"""Function to set variable to 0"""
406908,filename_pattern_free,P_cb,"""Stack Setup and Memory Management"""
40695E,filename_pattern_match,P_grecs_list_free,Function for matching file name pattern.
406A37,hashent_free,P_syment_free,Function Entry / Memory Allocation
406A76,hashent_alloc,P_syment_alloc,Function Prologue
406B31,hashtab_insert_pos,Unpredicted,"""Function with Push and Memory Operations"""
406BBE,hashtab_replace,Unpredicted,Function Name: Recursive Function to Allocate Memory and Assign Values
406CA3,hashtab_rehash,P_match_ctx_end,Function Setup/Initialization.
406DB2,hashtab_strerror,P_grecs_symtab_strerror,Function with error handling.
406DFF,hashtab_remove,Unpredicted,"""Function with stack allocation"""
406FCB,hashtab_get_index,P_ipmi_config_section_commit,Function with Variable Initialization
407141,hashtab_lookup_or_install,P_mh_msgset_single,Function with memory allocation and error handling.
407229,hashtab_clear,P_hashtab_destroy,"""Function Setup"""
4072C6,hashtab_create,P_hostlist_iterator_create,Function Prologue.
4073AE,hashtab_free,Unpredicted,Function for freeing memory.
4073EC,hashtab_count_entries,P_mpz_lcm,"""Function setup and loop"""
407443,hashtab_foreach,P_grecs_symtab_clear,Function with Local Variables
4074D0,hashtab_count,P_grecs_symtab_enumerate,Push-RBP-Init-Loop-Exit Function
407535,dirwatcher_unref,P_hol_help,"""Memory Allocation and Freeing Function"""
40757B,dwname_hash,Unpredicted,Function Setup or Memory Initialization.
4075B0,inflate_codes,Unpredicted,"""Function with variable comparisons"""
4075F5,dwname_copy,P_cond_to,Function prologue with parameter initialization.
407632,dwref_free,Unpredicted,Function prologue
407665,dirwatcher_install,P_load_for_variable,"""Function Setup"""
4077AC,dirwatcher_lookup,Unpredicted,"""Function Prologue"" or ""Stack Setup"""
407836,dirwatcher_remove,Unpredicted,Function Prologue.
40789C,dw_hash,Unpredicted,Function Prologue.
4078CB,dw_cmp,P_fh_s,"""Memory Compare"""
407907,dw_copy,P_parse_opt_insert,"""Variable Assignment and Increment"""
407953,dirwatcher_register,P_builtin_addr,Function Prologue.
407A5F,dirwatcher_lookup_wd,Unpredicted,Function Prologue.
407AE6,dirwatcher_remove_wd,Unpredicted,Function Prologue.
407B49,dirwatcher_init,P_print_do_file,"""Function name: Push and Initialization"""
407C52,subwatcher_create,P_grecs_tree_locate,"""Function Initialization"""
407D4F,deliver_ev_create,P_convert_put,Function Prologue
407DF8,check_new_watcher,P_check_button,Function Prologue or Stack Setup
407FBA,watch_subdirs,Unpredicted,Function Prologue
40829D,setwatcher,P_fts_compare,Function Initialization.
4082F5,setup_watchers,Unpredicted,"""Function with Push and Pop"""
40838E,dirwatcher_destroy,Unpredicted,Function Entry/Initialization.
4083F9,split_pathname,P_hostrange_cmp,"""String Manipulation Function"""
408472,unsplit_pathname,P_cint_clear,Set file path or Replace file path with forward slash
4084A1,proc_unlink,P_unlink_prog,"""Function Name: Copy and Clear"""
40851C,proc_pop,Unpredicted,Function prologue.
408553,proc_push,P_list_cmp,Function to Copy Pointers and Values.
4085A2,register_process,Unpredicted,Stack Setup Function
408638,deregister_process,Unpredicted,"""Function for Memory Management"""
4086CE,process_lookup,Unpredicted,Function Entry or Compare and Return.
40870D,print_status,P_format_exit,Function name: set_name_localization
408942,process_cleanup,Unpredicted,Function prologue.
408BB7,process_timeouts,Unpredicted,set_time_seconds
408D09,switchpriv,P_owner_failure_ok,setuid function
408E65,close_fds,Unpredicted,"""File Operations"""
408F26,redir_exit,P_imap4d,"""Function Initialization"""
408F3B,open_redirector,P_parse_seq,initialize pipe and fork process.
4092CF,runcmd,Unpredicted,Function prologue.
4097AE,run_handler,P_ftpfs_list,Function preamble.
409C87,sigv_set_action,P_adns_fdevents,"""Function with stack allocation"""
409D0C,sigv_restore_tab,P_adns_parse_uuxqt,"""Function setup or signal handling setup"""
409D90,sigv_set_all,P_fsysdep_mail,Function name: sigaction_init
409EE8,sigv_set_tab,P_fsysdep_execute,"Function with Push, Mov, Sub operations."
40A04E,sysev_filemask,Unpredicted,"""Function with Variable Initialization"""
40A05D,sysev_init,Unpredicted,inotify_init_error_exit
40A0A9,sysev_add_watch,Unpredicted,"""Watch Adder"""
40A0D8,sysev_rm_watch,Unpredicted,Function for Removing Inotify Watch.
40A0FD,remove_watcher,Unpredicted,Function Prologue.
40A172,process_event,P_prt_opt_arg,Function Prologue
40A417,sysev_select,P_read_make,Function with File I/O Operations
40A567,detach,Unpredicted,Initialize Process/Setup Environment.
40A6CF,default_print_diag,Unpredicted,Error Handling Function.
40A930,grecs_warning,P_mh_getyn,Function prologue.
40AA55,grecs_error,P_mh_getyn,Function Initialization.
40AB89,grecs_asprint_locus,P_block_grecs_grecs_str_to_fsysdep_register,"""Function Set Variables and Compare Strings"""
40AD0E,grecs_data_type_string,Unpredicted,"""Function Prologue"""
40AD7C,format_level,Unpredicted,"""Function with File Output Handling"""
40ADB8,grecs_print_docstring,Unpredicted,"""Stream Input Function"" or ""Read Stream Function"""
40AF87,grecs_print_simple_statement,P_grecs_print_simple_statement,"""Function with register manipulation"""
40B18E,grecs_print_block_statement,P_grecs_print_block_statement,"""Stream Output Function"""
40B2C5,grecs_print_statement_array,P_grecs_print_statement_array,"""Function Prologue"""
40B35E,grecs_format_locus,P_grecs_format_locus,Function Prologue
40B585,grecs_format_node_path,P_lbitset_list,Function Prologue.
40B6D7,grecs_format_value,P_prt_opt_usage,"""Function setup"" or ""Function initialization"""
40B956,grecs_format_node,P_grecs_format_node,Function prologue.
40BB60,txtacc_fmt,Unpredicted,Function with string manipulation
40BBA1,grecs_txtacc_format_value,Unpredicted,"""Function Initialization"""
40BBFF,file_fmt,Unpredicted,Function to Print to Stream.
40BC29,grecs_print_locus,Unpredicted,Initialize stack frame or Stack initialization.
40BC82,grecs_print_node_path,Unpredicted,Function prologue.
40BCE0,grecs_print_value,Unpredicted,"""Function prologue"" or ""Stack setup"""
40BD3E,grecs_print_node,Unpredicted,"""Function Prologue"""
40BD9B,grecs_list_create,Unpredicted,Function prologue.
40BDCD,grecs_list_size,Unpredicted,Function Initialization.
40BDED,grecs_list_insert_entry,P_grecs_list_insert_entry,"""Function Setup"""
40BEFB,grecs_list_remove_entry,P_grecs_list_remove_entry,"""Function for Moving and Comparing Pointers"""
40BF93,grecs_list_append,Unpredicted,"""Initialize Local Variables"""
40BFDD,grecs_list_add,P_grecs_list_add,"""Function Prologue"""
40C092,grecs_list_push,Unpredicted,Function setup or Variable initialization.
40C0D9,grecs_list_pop,P_grecs_list_iterate,"""Function for assigning and calling pointer"""
40C126,grecs_list_remove_tail,P_hol_cluster_base,Function prologue
40C17B,grecs_list_clear,P_list_peek,Function with Variable Assignment
40C206,grecs_list_free,Unpredicted,Function prologue.
40C234,_ptrcmp,Unpredicted,Compare Two Values Function
40C250,grecs_list_locate,P_grecs_list_locate,Function Setup or Variable Initialization.
40C2CC,grecs_list_index,P_hol_cluster_base,"""Function with Stack Variables"""
40C31B,grecs_list_compare,P_grecs_list_node_info,Function prologue.
40C425,def_malloc_fun,Unpredicted,Allocate Memory Function
40C43F,def_realloc_fun,Unpredicted,Function with realloc operation.
40C464,def_free_fun,Unpredicted,Function to Free Memory Block.
40C47F,grecs_free,Unpredicted,Function prologue.
40C49E,grecs_malloc,Unpredicted,"""Function prologue"""
40C4D0,grecs_zalloc,Unpredicted,"""Function Prologue"""
40C507,grecs_calloc,Unpredicted,"""Multiplication Function"""
40C52A,grecs_realloc,Unpredicted,Function prologue.
40C567,grecs_strdup,Unpredicted,"""String Copy Function"""
40C5A4,grecs_alloc_die,Unpredicted,Function entry and exit with system call.
40C5E0,indent,P_indent,Function setup or Variable initialization.
40C60E,print_option_descr,P_print_option_descr,Function prologue.
40C7B2,sort_options,Unpredicted,qsort function
40C7F3,sort_group,P_sort,"""Function with variable assignments"""
40C859,sort_opthelp,P_sort,Function Prologue.
40C8D2,grecs_print_help,Unpredicted,Function Prologue
40CDF9,cmpidx_short,Unpredicted,"""various variable assignments and comparisons"""
40CE43,cmpidx_long,P_cmpidx_long,"Function Name: ""String Comparison and Search"""
40DEFB,grecs_print_version_only,P_grecs_print_version_only,"""print function"""
40E044,grecs_print_version,P_grecs_print_version,Function to Print Text with Formatting
40E251,grecs_gram_trace,Unpredicted,"""Set Flag Based on Input"""
40E281,update_timespec,P_update_timespec,"""Set Variable to Non-Zero and Update Flag"""
40E2B1,grecs_parse,P_grecs_parse,Function with Environmental Variable Check
40E384,grecs_getline,P_grecs_getline,"""Initialize Stream Function"""
40E4BA,putback,P_putback,Function name: strcpy_dest_length_check
40E547,pp_line_stmt,P_pp_line_stmt,"""String Copy Function"""
40E64B,next_line,Unpredicted,"""Function Prologue"""
40E727,grecs_preproc_fill_buffer,P_grecs_preproc_fill_buffer,Function with Local Variables
40E9F2,utimens,Unpredicted,"""Function Setup"" or ""Variable Initialization"""
40EA61,grecs_include_path_count,Unpredicted,Function name: sub_40EA70
40EAB4,foreach_dir,Unpredicted,"""Function Setup and Execution"""
40EB16,grecs_foreach_include_dir,P_grecs_foreach_include,"""Function with Variable Declarations and Calls"""
40EB8D,pp_list_find,P_argp_doc,Function setup.
40ECDC,incl_free,Unpredicted,"""Function with Memory Allocation"" or ""Memory Allocating Function"""
40ECF7,grecs_include_path_clear,Unpredicted,"""Function Prologue and Epilogue"""
40ED34,grecs_include_path_setup_v,P_bc,"""Function Prologue"" or ""Stack Setup"""
40EDE9,grecs_include_path_setup,P_grecs_include_path_setup,Function prologue.
40EFC7,grecs_preproc_add_include_dir,Unpredicted,Function setup or Function initialization.
40F01E,incl_hasher,Unpredicted,"""Variable Initialization and Calculation"" or ""Integer Division"""
40F052,incl_compare,P_AD_compare,"""Stack Comparison Function"""
40F0A4,incl_copy,Unpredicted,Function Setup
40F0CD,source_lookup,P_cb_tls,Function Setup or Stack Setup.
40F194,push_source,P_push_source,Function Initialization or File Open Function
40F5B3,pop_source,Unpredicted,"""Stack setup and file operations"""
40F721,grecs_find_include_file,Unpredicted,Function Prologue.
40F82A,isglob,P_R_recordtime,"""Function with Stack Manipulation"""
40F871,parse_include,P_parse_include,Function prologue
40FB9D,grecs_preproc_init,Unpredicted,Function Setup or Stack Setup.
40FBBC,grecs_preproc_done,Unpredicted,Function to free memory and reset variables.
40FC5A,grecs_preproc_run,P_grecs_preproc_run,Function name: execute_command_via_popen
40FE92,grecs_preproc_extrn_start,P_grecs_preproc,Function Name: pipe and fork implementation.
4101CA,grecs_preproc_extrn_shutdown,Unpredicted,Function Prologue
410211,syment_free,P_syment_free,Function Prologue
410250,syment_alloc,P_gl,Function setup or Memory allocation function.
41030B,grecs_hash_string,P_hash_pjw,"""Push and XOR Function"" or ""Variable Shifting Function"""
410351,grecs_hash_string_ci,Unpredicted,"""Lowercase conversion function"""
4103A2,def_hash,Unpredicted,Function prologue.
4103D2,def_cmp,Unpredicted,Function to compare two strings.
41040D,def_copy,Unpredicted,Function for String Duplication and Null Check
410458,def_free_fun_0,Unpredicted,Function prologue and memory deallocation.
41048A,symtab_insert_pos,Unpredicted,Function Name: Process Data or Array Processing.
410517,grecs_symtab_replace,Unpredicted,"""Function initialization"""
4105FC,symtab_rehash,P_symtab_rehash,Function with Memory Allocation
41070D,grecs_symtab_strerror,P_grecs_symtab_strerror,"""error handling"" or ""error message function"""
41075A,grecs_symtab_remove,Unpredicted,Function Name: Subroutine Name
410937,grecs_symtab_get_index,P_hol_cluster_is_child,"""Function Setup"" or ""Function Initialization"""
410AAD,grecs_symtab_lookup_or_install,P_stream_set_lookup,Function name: sub_410937.
410B95,grecs_symtab_clear,P_hashtab_next,Function Prologue
410C32,grecs_symtab_create,P_grecs_symtab_create,Function Prologue
410D6E,grecs_symtab_create_default,Unpredicted,"""Function Setup"""
410DA3,grecs_symtab_free,P_print,Save and free memory function.
410DE1,grecs_symtab_count_entries,P_mpz_lcm,"""Push and Compare Function"""
410E38,grecs_symtab_enumerate,P_mh_free_channel_fd,Function setup or Variable initialization.
410EC5,grecs_install_text,P_close_stdout,Function prologue or setup.
410F64,grecs_destroy_text,Unpredicted,"""Function name not provided"" or ""Unnamed function"""
410F7A,grecs_text_table,Unpredicted,"""Set cs:qword_62D710 to 0"""
410F9A,grecs_value_free_content,P_grecs_grecs_free_count,Function prologue
41103E,grecs_value_free,Unpredicted,Function Prologue.
411065,grecs_node_create,Unpredicted,"""Function Setup"""
4110BF,grecs_node_create_points,Unpredicted,Function Prologue.
411142,grecs_node_bind,Unpredicted,Function prologue.
41126A,grecs_node_unlink,P_symbol_free_menu,"""Modify Object Properties"""
4112E7,listel_dispose,Unpredicted,Function Setup or Function Entry Prologue.
411302,_grecs_simple_list_create,Unpredicted,Function Prologue.
41132E,_tree_recurse,Unpredicted,"""Function with Variable Assignment and Conditions"""
411447,grecs_tree_recurse,Unpredicted,Function or Procedure Setup
41148A,grecs_node_free,P_action_free,"""Function with local variables and calls"" or ""Local variable and call function"""
4114EA,freeproc,P_smtp_session_str,Function Prologue.
411531,grecs_tree_free,Unpredicted,Function initialization or Error Handling function.
411584,fake_callback,Unpredicted,Function prologue.
41159E,find_keyword,P_find_keyword,"Function Name: ""Compare String to Constant Value"""
41161B,target_ptr,P_grecs_symtab_clear,"""Function prologue"""
411666,string_to_bool,P_string_to_bool,Function with string comparison statements.
411778,string_to_host,P_split_bool,"""Resolve Hostname and IP Address"""
4117DB,string_to_sockaddr,P_print_current_address,Function Initialization or Stack Setup.
4130A4,short_cmp,Unpredicted,Function with Memory Comparison
4130CE,int_cmp,Unpredicted,Function with Memory Comparison.
4130F8,long_cmp,Unpredicted,Memory Comparison Function.
413122,size_t_cmp,Unpredicted,Memory comparison function.
41314C,time_t_cmp,Unpredicted,"""Memory Comparison Function"""
413176,in_addr_cmp,Unpredicted,"""CompareTwoStrings"""
4131A0,grecs_sockaddr_cmp,Unpredicted,Memory comparison function.
4131CA,cidr_cmp,P_cidr_cmp,"""Compare strings function"""
41326A,grecs_process_ident,P_grecs_process_ident,Function Prologue.
4138B0,stmt_begin,Unpredicted,Function prologue.
41397E,stmt_end,P_do,Function prologue
413A82,nodeproc,P_Barcode_pls_encode,Function prologue
413BD8,grecs_tree_process,Unpredicted,Function prologue.
413C91,grecs_node_eq,P_fconn,"""String Comparison Function"""
413D27,free_value_entry,Unpredicted,Function Prologue.
413D4A,grecs_value_list_create,Unpredicted,"""Set Value in Memory Function"""
413D6D,value_to_list,P_value_to_list,"""Function with stack allocation"""
413E24,value_to_array,P_value_to_array,"""Push, Move, Sub, Compare, Call."""
413E8B,array_add,P_array_add,Push and Store Function
413F53,node_aggregate_stmt,P_node,Function prologue.
414027,node_merge_stmt,P_node_merge_stmt,Function with Variable Allocation.
4140B1,node_merge_block,P_component_buffer,"""Function Set Variables and Pointers"""
414133,node_reduce,P_node_reduce,Function to handle data storage and retrieval.
4141FD,reduceproc,Unpredicted,Function name: var_24_comparison
414371,grecs_tree_reduce,Unpredicted,stack setup
41443A,grecs_tree_first_node,Unpredicted,Function Prologue With Condition Check.
41445C,grecs_next_node,P_fts_lfree,"""Function Setup"""
4144C4,grecs_txtacc_alloc_entry,Unpredicted,Function Prologue
414529,grecs_txtacc_cur_entry,P_hostlist_delete_host,"Function Name: ""sub_414540"""
4145A5,grecs_txtacc_entry_append,Unpredicted,"""Copy String Function"""
4145F9,grecs_txtacc_entry_tailor,P_grecs_txtacc_entry,Function Setup or Variable Initialization.
41465F,grecs_txtacc_entry_free,Unpredicted,Function name: free_double_pointer
414698,grecs_txtacc_create,P_grecs_txtacc_create,"""Modify Data in Memory"""
4146F2,grecs_txtacc_free,Unpredicted,"""Function with Dynamic Memory Allocation"""
414733,grecs_txtacc_grow,P_grecs_txtacc_grow,"Function name: ""Variable Initialization and Manipulation"""
4147B6,grecs_txtacc_grow_string,Unpredicted,"""String Input Processing"""
4147EB,grecs_txtacc_grow_string_escape,Unpredicted,"""Function Initialization"""
41488C,grecs_txtacc_finish,P_grecs_txtacc_finish,Function Prologue or Stack Setup
4149F8,grecs_txtacc_free_string,P_tree_find,"""Function_Startup"" or ""Process_Input"""
414A6B,grecs_txtacc_clear,Unpredicted,Function Prologue.
414A89,_wsplt_alloc_die,Unpredicted,"""Translate and Execute C Function"""
414AB7,_wsplt_error,Unpredicted,Function with Exception Handling
414B9D,_wsplt_seterr,Unpredicted,Function prologue.
414BD8,_wsplt_nomem,Unpredicted,Function with Error Handling.
414C6A,_wsplt_subsplit,Unpredicted,"""Set Variables and Pointers"""
414DA8,_wsplt_seterr_sub,Unpredicted,"""Variable Swap and Free"""
414E33,wordsplit_init0,P_wordsplit_init0,Function prologue.
414ECE,wordsplit_init,Unpredicted,Stack Frame Initialization
41518E,alloc_space,P_alloc_space,"""Function Setup"""
4152AE,wsnode_flagstr,P_wsnode_flagstr,"""Variable Initialization"""
4153E2,wsnode_ptr,P_wsnode_ptr,"""Function with Push and Move operations"""
415433,wsnode_len,P_wsnode_len,"""Process Input String Length"" or ""String Length Calculation"""
41548C,wsnode_new,Unpredicted,Allocate and copy function.
4154D6,wsnode_free,P_wsnode_free,"""Allocate and Free Memory"""
41550F,wsnode_append,P_wsnode_append,Stack Frame Setup and Variable Assignment
41557F,wsnode_remove,P_wsnode_remove,"""Function for Variable Assignment"""
415634,wsnode_insert,P_wsnode_insert,"""Function Initialization"""
41575A,wordsplit_add_segm,P_wordsplit_add_segm,Function Prologue.
415814,wordsplit_free_nodes,P_wordsplit_free_nodes,"""Function Entry and Initialization"""
415880,wordsplit_dump_nodes,P_wordsplit_dump_nodes,"""Function Prologue"""
4159BE,coalesce_segment,P_coalesce_segment,Function Prologue
415B90,wsnode_quoteremoval,P_wsnode_quoteremoval,"Function name: ""mem_copy_with_flags"""
415CD6,wsnode_coalesce,P_wsnode_coalesce,Initialize and check variable.
415D39,wordsplit_finish,P_wordsplit_finish,"""Function Setup"""
415EA4,node_split_prefix,P_node_split_prefix,Function Prologue.
416021,find_closing_paren,P_find_closing_paren,Function name: variable initialization and comparison.
41616A,wordsplit_find_env,P_wordsplit_find_env,"""Memory Check and Comparison Function"""
416369,wsplt_assign_var,P_wsplt_assign_var,Function with input validation and string manipulation.
4177C0,begin_var_p,P_begin_var_p,"""Variable range checker"""
417801,node_expand,P_node_expand,"""Stack Setup Function"""
417A67,wsnode_nullelim,P_wsnode_nullelim,"Function name: ""Set Flag and Call Subroutines"""
417B00,wordsplit_varexp,P_wordsplit_cmdexp,"""Function with stack manipulation"""
417B7E,begin_cmd_p,Unpredicted,Set Flag for Value Comparison.
417B91,expcmd,P_expcmd,Function with Stack Allocation.
418157,wordsplit_cmdexp,P_wordsplit_cmdexp,Function with Variable Initialization
4181D5,wordsplit_trimws,Unpredicted,"""Function Name: input handling"""
418393,wordsplit_tildexpand,P_wordsplit_tildexpand,Function Initialization
41862C,isglob_0,Unpredicted,"""Stack Frame Initialization and String Check"""
41867B,wordsplit_pathexpand,Unpredicted,Function prologue.
418B45,skip_sed_expr,P_skip_sed_expr,"""Function to Parse Input"""
418CF0,skip_delim,P_skip_delim,Function name: Process String Input
418E16,scan_qstring,P_scan_qstring,"""Function Setup"""
418F34,scan_word,Unpredicted,Function Prologue
419412,xtonum,P_xtonum,Function initialization or Stack allocation.
4194C6,wordsplit_c_quoted_length,Unpredicted,"""Variable Initialization Function"""
4195B4,wsplt_unquote_char,P_wsplt_unquote_char,"""Push and Compare Function"""
41960A,wsplt_quote_char,P_wsplt_unquote_char,Function for comparing and manipulating bytes.
41965C,wordsplit_c_unquote_char,Unpredicted,Function to call sub_4195B4
419694,wordsplit_string_unquote_copy,Unpredicted,Function Prologue.
419A38,wordsplit_c_quote_copy,P_wordsplit_c_quote_copy,"""Copy String with Escape Characters"""
419BD3,wordsplit_process_list,P_wordsplit_process_list,"Function Name: ""rbp_setup"""
419E36,wordsplit_run,P_wordsplit_translate,"""Function setup"""
41A10D,wordsplit_len,Unpredicted,Function Setup or Stack Setup.
